RowID;In which country do you work?;What type of organization do you work for?;Name of your organization:  (optional;Which role applies primarily to you?;Which other role applies to you?  (optional;At what political level?;At what other political level?  (optional;What is your gender identity?;What are your main fields of application?;In which other fields of applications do your work?  (optional;What is your age?;You are primarily...;What type of geospatial data do you primarily use?;What kind of other environmental data sets do you use?  (optiona;What other geospatial data sets do you use?  (optional;At what level of scale do you primarily work with geospatial data?;What level of scale you primarily work with geospatial data? (optional);How important are the following features of geospatial data to you?: Data is easy to find online.;How important are the following features of geospatial data to you?: Data has a clear and accessible license.;How important are the following features of geospatial data to you?: Data can be retrieved via domain-relevant community standards.;How important are the following features of geospatial data to you?: Data can be retrieved via open protocols.;How important are the following features of geospatial data to you?: Data is rich with understandable metadata.;How important are the following features of geospatial data to you?: Data is interoperable with other data sets.;How important are the following features of geospatial data to you?: Data can be easily integrated in existing workflows.;How important are the following features of geospatial data to you?: Source of data is well transparent and documented.;How important are the following features of geospatial data to you?: Data can be reproduced.;How important are the following features of geospatial data to you?: Data is open.;Other features that are very or extremely important to you?  (optional;How problematic do you find the following features of geospatial data?: Data are not open.;How problematic do you find the following features of geospatial data?: Data have poor / incomplete metadata.;How problematic do you find the following features of geospatial data?: Data are not available in the right formats.;How problematic do you find the following features of geospatial data?: Data need to be ordered.;How problematic do you find the following features of geospatial data?: Data access requires identification / registration;Other features that are very or extremely problematic to you? (optional;What is your favorite approach to finding geospatial data?;Which other approach you use to find geospatial data? (optional;How familiar are you with the FAIR data principles?;How important are the following FAIR principles for you?: Data must be easy and quick to find.;How important are the following FAIR principles for you?: Data must be easily accessible.;How important are the following FAIR principles for you?: Data must be easily integrated into existing applications.;How important are the following FAIR principles for you?: Data must be interoperable with other data sets.;How important are the following FAIR principles for you?: Data must be reproducible.;How important are the following FAIR principles for you?: Data must be reusable.;Have you already worked with FAIR data?;Which FAIR data sets have you worked with? (optional);For what specific reason(s) have you not used FAIR data before? (optional);From your point of view, is there a difference between FAIR data and open data?;What do you think are the biggest barriers to use FAIR data? Select your top ;Any other barriers to use FAIR data? (optional);What do you think are the biggest barriers to use open data? Select your top ;Any other barriers to use open data? (optional);What type of geospatial data do you produce / provide?;What kind of other environmental data sets do you produce / provide?  (optiona;What other geospatial data sets do you produce / provide?  (optional;At what level of scale do you primarily produce / provide geospatial data?;At what level of scale you primarily produce / provide geospatial data? (optional);From your point of view: what are important features of geospatial data for the users?: Data is easy to find online.;From your point of view: what are important features of geospatial data for the users?: Data has a clear and accessible license.;From your point of view: what are important features of geospatial data for the users?: Data can be retrieved via domain-relevant community standards.;From your point of view: what are important features of geospatial data for the users?: Data can be retrieved via open protocols.;From your point of view: what are important features of geospatial data for the users?: Data is rich with understandable metadata.;From your point of view: what are important features of geospatial data for the users?: Data is interoperable with other data sets.;From your point of view: what are important features of geospatial data for the users?: Data can be easily integrated in existing workflows.;From your point of view: what are important features of geospatial data for the users?: Source of data is well transparent and documented.;From your point of view: what are important features of geospatial data for the users?: Data can be reproduced.;From your point of view: what are important features of geospatial data for the users?: Data is open.;Other features are extremely important to the users?  (optional;From your point of view: how problematic do users find the following features of geospatial data?: Data are not open.;From your point of view: how problematic do users find the following features of geospatial data?: Data have poor / incomplete metadata.;From your point of view: how problematic do users find the following features of geospatial data?: Data are not available in the right formats.;From your point of view: how problematic do users find the following features of geospatial data?: Data need to be ordered.;From your point of view: how problematic do users find the following features of geospatial data?: Data access requires identification / registration;Other features that are very or extremely problematic to users? (optional;How can users find the geospatial data you produce / provide?;Which other way do users find the geospatial data you produce / provide? (optional;How familiar are you with the FAIR data principles?;How important are the following FAIR principles to you?: Data must be easy and quick to find;How important are the following FAIR principles to you?: Data must be easily accessible;How important are the following FAIR principles to you?: Data must be easily integrated into existing applications;How important are the following FAIR principles to you?: Data must be interoperable with other data;How important are the following FAIR principles to you?: Data must be reproducible;How important are the following FAIR principles to you?: Dat must be reusable;Are you providing FAIR data?;What are the main barriers stopping you from providing FAIR data? (optional);Which FAIR data sets are you providing? (optional);From your point of view, is there a difference between FAIR data and open data?;What do you think are the biggest barriers to produce more FAIR data? Select your top 3!;Any other barrier(s) to produce more FAIR data? (optional);What do you think are the biggest barriers to produce more open data? Select your top 3!;Any other barrier(s) to produce more open data? (optional)
71;Germany;Research institute;Potsdam Institute for Climate Impact Research;Scientist;;;;Woman;"Atmosphere / weather; Climate / carbon; Risk / hazards; Water resources";;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; In-situ data";;;"Global; Continent";;Extremely important;Important;Very important;Very important;Extremely important;Very important;Important;Extremely important;Important;Extremely important;Data can be downloaded from a GUI;Very problematic;Extremely problematic;Problematic;Problematic;Not problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal)";;Slightly familiar;Extremly important;Extremly important;Important;Important;Very important;Very important;I don’t kn;;;No, FAIR data is always open;"Lack of knowledge about the benefits of FAIR data.; Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Lack of guidelines how to use FAIR data.";;"Concerns on metadata (e.g. uncomplete, too complex).; Missing support (e.g. lack of contact person for questions).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;United States of America;University;;Scientist;;;;Man;"Climate / carbon; Forestry";;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); In-situ data";;;"Global; Continent";;Extremely important;Very important;Very important;Very important;Extremely important;Very important;Very important;Very important;Very important;Very important;;Very problematic;Very problematic;Problematic;Problematic;Not problematic;;Through web search (e.g. via Google, Bing, Ecosia);;Slightly familiar;Very important;Very important;Important;Important;Very important;Very important;I don’t kn;;;I don’t kn;"Lack of knowledge about the benefits of FAIR data.; Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Lack of guidelines how to use FAIR data.";;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Lack of continuity (e.g. no guaranteed continuation).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;Germany;Research institute;Deutsches GeoForschungsZentrum Potsdam;Technician;;;;Man;"Agriculture / land degradation; Forestry; Nature conservation / biodiversity; Infrastructure / transportation; Other";DataSupply;30 - 40 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Open Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); Other geospatial data sets";;SAR;"Global; Federal state / region; Local";;Very important;Important;Important;Extremely important;Very important;Important;Extremely important;Important;Extremely important;Extremely important;;Extremely problematic;Extremely problematic;Slightly problematic;Problematic;Not problematic;proprietary formats ;"On a website; Through open repositories (e.g. zenodo)";;Familiar;Important;Important;Important;Extremely important;Extremely important;Extremely important;Yes;;Sentinel-2 data;No, FAIR data is always open;"Competitive disadvantage (e.g. missing business opportunities); Lack of resources (e.g. personnel, time); Missing incentives (e.g. uncertain benefit, lack of recognition)";capitalism;"Economic disadvantage (e.g. costs to produce data are not covered); Competitive disadvantage (e.g. missing business opportunities; Legal concerns regarding privacy protection (e.g. potential violation of personal rights)";
74;Germany;Research institute;;Scientist;;;;Woman;Atmosphere / weather;;20 - 30 years;a user of geospatial data;Open Satellite-based remote sensing data & derived products;;;Global;;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;;Extremely problematic;Problematic;Problematic;Problematic;Slightly problematic;;I do not search for data myself;;Not familiar;Extremly important;Extremly important;Extremly important;Extremly important;Extremly important;Extremly important;No;;;I don’t kn;I don’t kn;;Concerns on metadata (e.g. uncomplete, too complex).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;Germany;Research institute;Helmholtz Centre Potsdam GFZ German Research Centre for Geosciences;Scientist;;;;Woman;Other;Geophysics/ Research data management;30 - 40 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); In-situ data; Data from IoT / smart sensors; Other environmental data / information; Other geospatial data sets";all;all;Other;all types;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;;Very problematic;Extremely problematic;Very problematic;Very problematic;Slightly problematic;;Through geospatial catalogs (e.g. geoportal);;Very;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Yes;;;Yes, FAIR data is not necessarily open;"Lack of resources (e.g. personnel, time); Missing incentives (e.g. uncertain benefit, lack of recognition)";Lack of community standards ;"Legal concerns regarding licensing (e.g. disagreement on ownership & copyrights); Concerns regarding sensible data (e.g. potential misuse); Missing infrastructure (e.g. large data traffic overloads system)";
76;Sweden;Company;;Technician;;;;Man;Infrastructure / transportation;;20 - 30 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); In-situ data";;;"Country; Local";;Very important;Extremely important;Important;Slightly important;Slightly important;Very important;Important;Very important;Not important;Slightly important;;Very problematic;Extremely problematic;Problematic;Slightly problematic;Not problematic;;"Through geospatial catalogs (e.g. geoportal); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Slightly familiar;Important;Very important;Slightly important;Important;Slightly important;Slightly important;I don’t kn;;;Yes, FAIR data is not necessarily open;"Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Lack of guidelines how to use FAIR data.; Concerns about licensing.";;"Missing support (e.g. lack of contact person for questions).; Lack of continuity (e.g. no guaranteed continuation).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;Germany;Research institute;GFZ;Scientist;;;;Man;"Risk / hazards; Agriculture / land degradation; Nature conservation / biodiversity";;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); Other environmental data / information; Other geospatial data sets";;;"Country; Federal state / region; Local";;Very important;Important;Important;Very important;Very important;Important;Important;Very important;Very important;Extremely important;;Very problematic;Very problematic;Slightly problematic;Problematic;Problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal); Through open repositories (e.g. zenodo); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Slightly familiar;Important;Very important;Important;Important;Very important;Important;Yes;;;I don’t kn;"Lack of knowledge about the benefits of FAIR data.; Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).";;"Lack of continuity (e.g. no guaranteed continuation).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;Germany;Research institute;;Student;;;;Man;"Atmosphere / weather; Climate / carbon; Forestry; Nature conservation / biodiversity";;20 - 30 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); In-situ data";;;"Country; Federal state / region; Local";;Very important;Very important;No opinion;Important;Very important;Very important;Very important;Important;Important;Very important;;Very problematic;Very problematic;Very problematic;Problematic;Slightly problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Slightly familiar;Important;Very important;Very important;Important;Important;Important;I don’t kn;;;I don’t kn;I don’t kn;;I don’t kn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;Germany;Research institute;;Scientist;;;;Prefer not to respond;Agriculture / land degradation;;20 - 30 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Citizen science data; Other environmental data / information; Other geospatial data sets";;;Federal state / region;;Important;Very important;No opinion;No opinion;Very important;Slightly important;Slightly important;Extremely important;Slightly important;Extremely important;;Problematic;Very problematic;Slightly problematic;No opinion;No opinion;;Through web search (e.g. via Google, Bing, Ecosia);;Familiar;Slightly important;Important;Slightly important;Slightly important;Important;No opinion;No;;;I don’t kn;I don’t kn;;"Concerns on metadata (e.g. uncomplete, too complex).; Missing support (e.g. lack of contact person for questions).; Lack of continuity (e.g. no guaranteed continuation).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;Germany;Research institute;GFZ Potsdam;Scientist;;;;Woman;Risk / hazards;;40 - 50 years;a user of geospatial data;Open Satellite-based remote sensing data & derived products;;;"Continent; Country; Federal state / region";;Extremely important;Very important;Extremely important;Important;Important;Extremely important;Very important;Very important;Extremely important;Very important;;Extremely problematic;Slightly problematic;Very problematic;Slightly problematic;Not problematic;;Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub);;Very familiar;Extremly important;Extremly important;Extremly important;Extremly important;Very important;Very important;Yes;copernicus;;No, FAIR data is always open;"Missing technical solutions (e.g. missing tools to read data).; I don’t kn";;"Concerns on metadata (e.g. uncomplete, too complex).; I don’t kn";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;Germany;Research institute;GFZ;Technician;;;;Woman;"Agriculture / land degradation; Nature conservation / biodiversity";;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner)";;;"Federal state / region; Local";;Very important;Very important;Important;Very important;Extremely important;Important;Important;Extremely important;Extremely important;Important;;Problematic;Very problematic;Very problematic;Very problematic;Slightly problematic;;Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub);;Familiar;Extremly important;Very important;Very important;Important;Extremly important;Extremly important;I don’t kn;;;Yes, FAIR data is not necessarily open;"Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; FAIR data is not necessarily open.";;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Missing support (e.g. lack of contact person for questions).; Lack of continuity (e.g. no guaranteed continuation).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;Germany;Research institute;GFZ;Scientist;;;;Man;Risk / hazards;;20 - 30 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; In-situ data; Other geospatial data sets";;OpenStreetMap;Global;;Extremely important;Very important;Extremely important;Very important;Extremely important;Important;Very important;Extremely important;Important;Extremely important;;Very problematic;Problematic;Slightly problematic;Extremely problematic;Problematic;Poor quality data;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal)";;Very familiar;Extremly important;Extremly important;Important;Important;Very important;Extremly important;I don’t kn;;;No, FAIR data is always open;Lack of guidelines how to use FAIR data.;Lack of FAIR data;"Missing support (e.g. lack of contact person for questions).; Lack of continuity (e.g. no guaranteed continuation).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;Germany;Research institute;GFZ;Scientist;;;;Man;"Risk / hazards; Energy / mineral resources; Other";Seismology;40 - 50 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Other environmental data / information; Other geospatial data sets";profiles of seismic and temperature time series;accessible fibre optic cables;Country;;Very important;Important;Very important;Very important;Extremely important;Important;Slightly important;Extremely important;Very important;Very important;;Very problematic;Very problematic;Very problematic;Slightly problematic;Problematic;;"On a website; Through geospatial catalogs (e.g. geoportal)";;Slightly familiar;Important;Important;Important;Important;Very important;Very important;Partially;missing guidelines and storage destination;;No, FAIR data is always open;"Competitive disadvantage (e.g. missing business opportunities); Lack of resources (e.g. personnel, time); Disagreement on data use (e.g. potential misuse)";;"Economic disadvantage (e.g. costs to produce data are not covered); Competitive disadvantage (e.g. missing business opportunities; Missing infrastructure (e.g. large data traffic overloads system)";
84;Germany;Research institute;PIK Potsdam;Scientist;;;;Woman;"Agriculture / land degradation; Energy / mineral resources";;20 - 30 years;a user of geospatial data;Open Satellite-based remote sensing data & derived products;;;"Federal state / region; Local";;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;;Not problematic;Extremely problematic;Slightly problematic;Not problematic;Not problematic;;"Through geospatial catalogs (e.g. geoportal); Through open repositories (e.g. zenodo); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Slightly familiar;Extremly important;Very important;Extremly important;Very important;Extremly important;Extremly important;No;;;I don’t kn;Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).;;"Missing support (e.g. lack of contact person for questions).; Missing technical solutions (e.g. lack of tools to process data).; Lack of continuity (e.g. no guaranteed continuation).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;Germany;Research institute;German Research Center for Geosciences (GFZ);Scientist;;;;Man;Other;Geosciences/Geomorphology;20 - 30 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Other geospatial data sets";;Scientifically published data;"Country; Federal state / region";;Extremely important;Important;Slightly important;Slightly important;Extremely important;Slightly important;Slightly important;Extremely important;Slightly important;Extremely important;;Problematic;Very problematic;Problematic;Problematic;Problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Slightly familiar;Extremly important;Extremly important;Important;Important;Slightly important;Important;I don’t kn;;;No, FAIR data is always open;"Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Lack of guidelines how to use FAIR data.; I don’t kn";;"Concerns on metadata (e.g. uncomplete, too complex).; Lack of continuity (e.g. no guaranteed continuation).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;Germany;Research institute;;Scientist;;;;Man;Climate / carbon;;30 - 40 years;a user of geospatial data;Open Satellite-based remote sensing data & derived products;;;Global;;Extremely important;Slightly important;Important;Slightly important;Important;Important;Slightly important;Slightly important;Slightly important;Extremely important;;Extremely problematic;Slightly problematic;Problematic;Problematic;Slightly problematic;;Through web search (e.g. via Google, Bing, Ecosia);;Slightly familiar;Extremly important;Extremly important;Slightly important;Slightly important;Important;Important;Yes;;;I don’t kn;"Lack of knowledge about the benefits of FAIR data.; FAIR data is not necessarily open.";;"Concerns on metadata (e.g. uncomplete, too complex).; Missing support (e.g. lack of contact person for questions).; Lack of continuity (e.g. no guaranteed continuation).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;Germany;Other;Unemployed;Scientist;;;;Man;Risk / hazards;;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; In-situ data; Other geospatial data sets";;"GNSS data, ""Borehole data"" (stress & heat flow)";Country;;Extremely important;Extremely important;Slightly important;Slightly important;Very important;Slightly important;Slightly important;Very important;Slightly important;Extremely important;Data format can easily be converted to raw numeric values without the need of commercial or difficult-to-install software;Extremely problematic;Problematic;Slightly problematic;Extremely problematic;Very problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Other";Colleague suggestion, references in scientific articles;Familiar;Very important;Extremly important;Important;Important;Slightly important;Very important;No;;No data sets explicitly fulfilling all of the FAIR criteria were available at the start of my current research projects;No, FAIR data is always open;"FAIR data is not necessarily open.; I don’t kn";If FAIR data is not necessarily open (just looked that up after the question above), I would always choose an open data set that does not fulfill the FAIR criteria over a FAIR data set that is not openly accessible.;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Concerns on metadata (e.g. uncomplete, too complex).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;Germany;Research institute;;Scientist;;;;Man;Forestry;;20 - 30 years;a user of geospatial data;Open Satellite-based remote sensing data & derived products;;;Global;;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;;Extremely problematic;Problematic;Slightly problematic;No opinion;Slightly problematic;;Through geospatial catalogs (e.g. geoportal);;Not familiar;Extremly important;Extremly important;Extremly important;Extremly important;Extremly important;Extremly important;I don’t kn;;;No, FAIR data is always open;"Lack of guidelines how to use FAIR data.; Missing technical solutions (e.g. missing tools to read data).; FAIR data is not necessarily open.";;"Missing technical solutions (e.g. lack of tools to process data).; Lack of continuity (e.g. no guaranteed continuation).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;Germany;Research institute;Deutsches GeoforschungsZentrum GFZ Potsdam;Scientist;;;;Woman;Water resources;;30 - 40 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Open Satellite-based remote sensing data & derived products;;;Global;;Extremely important;Very important;No opinion;Very important;Very important;Very important;Extremely important;Very important;Very important;Extremely important;;Extremely problematic;Problematic;Problematic;Slightly problematic;Slightly problematic;;"On a website; Through geospatial catalogs (e.g. geoportal)";;Familiar;Very important;Very important;Important;Very important;Extremely important;Extremely important;Yes;;;I don't know;"Competitive disadvantage (e.g. missing business opportunities); Restrictive policies (e.g. restrict data sharing guidelines); Lack of guidelines (e.g. guidelines are missing, incomplete or unclear)";;"Economic disadvantage (e.g. costs to produce data are not covered); Competitive disadvantage (e.g. missing business opportunities; Missing infrastructure (e.g. large data traffic overloads system)";
90;Germany;Research institute;;Scientist;;;;Man;"Atmosphere / weather; Other";geodesy;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; In-situ data; Other geospatial data sets";;numerical weather models;Global;;Important;Extremely important;Important;Important;Very important;Important;Slightly important;Extremely important;Extremely important;Important;;Slightly problematic;Extremely problematic;Extremely problematic;Not problematic;Not problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through open repositories (e.g. zenodo); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Familiar;Important;Important;Important;Important;Extremly important;Extremly important;I don’t kn;;;Yes, FAIR data is not necessarily open;"Lack of knowledge about the benefits of FAIR data.; Missing technical solutions (e.g. missing tools to read data).; Concerns about licensing.";Time constraints on the providers' end;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Concerns on metadata (e.g. uncomplete, too complex).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;Germany;Research institute;GFZ German Research Center for Geosciences;Scientist;;;;Man;Other;Earth Surface Processes, landscape dynamics;40 - 50 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); In-situ data; Other environmental data / information";seismic, weather, geochemistry;;Local;;Very important;Very important;Very important;Very important;Extremely important;Important;Very important;Extremely important;Slightly important;Important;;Problematic;Extremely problematic;Slightly problematic;Slightly problematic;Not problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Other";recommendation from expert colleagues;Very familiar;Very important;Important;Important;Important;Slightly important;Extremly important;Yes;;;Yes, FAIR data is not necessarily open;Missing technical solutions (e.g. missing tools to read data).;metadata standards insufficiently specified;"Concerns on metadata (e.g. uncomplete, too complex).; Missing support (e.g. lack of contact person for questions).; Missing technical solutions (e.g. lack of tools to process data).";hidden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;Germany;Research institute;;Scientist;;;;Man;"Climate / carbon; Risk / hazards; Agriculture / land degradation; Forestry";;30 - 40 years;a user of geospatial data;Open Satellite-based remote sensing data & derived products;;;"Global; Continent; Country; Federal state / region";;Slightly important;Extremely important;Not important;Extremely important;Very important;Slightly important;Important;Extremely important;Extremely important;Extremely important;;Extremely problematic;Problematic;Not problematic;Not problematic;Slightly problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Not familiar;Slightly important;Extremly important;Important;Slightly important;Extremly important;Important;I don’t kn;;;I don’t kn;"Lack of knowledge about the benefits of FAIR data.; Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; I don’t kn";;Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;Germany;Research institute;;Scientist;;;;Woman;"Nature conservation / biodiversity; Other";;30 - 40 years;a user of geospatial data;"In-situ data; Other environmental data / information";;;"Global; Country; Local";;Extremely important;Important;Important;Not important;Very important;Extremely important;Extremely important;Important;Slightly important;Very important;;Very problematic;Very problematic;Problematic;Problematic;Not problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through open repositories (e.g. zenodo)";;Very familiar;Important;Very important;Very important;Very important;Important;Very important;I don’t kn;;;No, FAIR data is always open;I don’t kn;;"Concerns on metadata (e.g. uncomplete, too complex).; Missing support (e.g. lack of contact person for questions).; Missing technical solutions (e.g. lack of tools to process data).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;Germany;Research institute;;Student;;;;Woman;Agriculture / land degradation;;20 - 30 years;a user of geospatial data;Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner);;;Local;;Extremely important;No opinion;Important;Extremely important;Slightly important;Important;Extremely important;Extremely important;No opinion;No opinion;;No opinion;Slightly problematic;Very problematic;Extremely problematic;Very problematic;;Through web search (e.g. via Google, Bing, Ecosia);;Not familiar;Extremly important;Extremly important;Very important;Important;Slightly important;Extremly important;I don’t kn;;;Yes, FAIR data is not necessarily open;I don’t kn;;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Missing support (e.g. lack of contact person for questions).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;Germany;Research institute;GFZ Potsdam;Scientist;;;;Woman;"Atmosphere / weather; Climate / carbon; Water resources";;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); In-situ data";;;"Country; Federal state / region; Local";;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;;Extremely problematic;Very problematic;Problematic;Slightly problematic;Slightly problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal); Through open repositories (e.g. zenodo); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Very familiar;Very important;Very important;Very important;Very important;Very important;Very important;Yes;;;I don’t kn;I don’t kn;;"Missing support (e.g. lack of contact person for questions).; Lack of continuity (e.g. no guaranteed continuation).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;Italy;Government / public administration;Joint Research Centre - European Commission;Scientist;;;;Man;"Climate / carbon; Forestry";;> 60 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Open Satellite-based remote sensing data & derived products;;;Global;;Extremely important;Extremely important;No opinion;No opinion;Very important;Important;Very important;Extremely important;Important;Extremely important;Quality / accuracy of data is reported in clear and open way;Extremely problematic;Very problematic;Problematic;Problematic;Slightly problematic;;On a website;;Slightly familiar;Very important;Extremely important;Very important;Important;Important;No opinion;Partially;Reproducibility would imply to provide openly all source code ;;Yes, FAIR data is not necessarily open;"Lack of resources (e.g. personnel, time); Missing technical solutions (e.g. missing tools)";;"Economic disadvantage (e.g. costs to produce data are not covered); Concerns regarding sensible data (e.g. potential misuse); Restrictive policies (e.g. e.g. restrict data sharing guidelines)";
